0	4.800000
1	13.466667
2	5.533333
3	3.666667
4	6.000000
5	7.466667
6	20.933333
7	7.800000
8	12.066667
9	3.133333
10	16.666667
11	5.733333
12	9.733333
13	2.600000
14	10.933333
15	1.466667
16	2.466667
17	10.266667
18	13.466667
19	8.600000
20	8.066667
21	3.000000
22	3.866667
23	13.200000
24	14.333333
25	5.933333
26	3.933333
27	9.266667
28	2.533333
29	1.000000
30	8.133333
31	15.066667
32	14.266667
33	5.466667
34	7.000000
35	5.800000
36	10.800000
37	1.533333
38	10.400000
39	2.733333
40	10.333333
41	10.400000
42	5.733333
43	8.800000
44	1.933333
45	6.466667
46	13.600000
47	8.400000
48	3.066667
49	8.200000
50	22.933333
51	9.466667
52	1.400000
53	26.466667
54	6.266667
55	6.533333
56	0.733333
57	6.733333
58	5.666667
59	7.133333
60	19.200000
61	8.533333
62	26.400000
63	7.400000
64	5.333333
65	3.933333
66	5.200000
67	8.466667
68	9.200000
69	11.666667
70	1.200000
71	26.200000
72	9.000000
73	3.866667
74	11.466667
75	13.066667
76	10.533333
77	0.000000
78	16.066667
79	11.666667
80	7.400000
81	0.933333
82	9.200000
83	21.066667
84	8.133333
85	2.533333
86	2.133333
87	4.600000
88	5.933333
89	10.666667
90	5.933333
91	4.266667
92	4.866667
93	16.066667
94	1.666667
95	9.533333
96	1.200000
97	11.533333
98	3.466667
99	7.333333
100	13.000000
101	-0.333333
102	10.400000
103	11.066667
104	13.533333
105	9.200000
106	9.200000
107	7.266667
108	9.533333
109	14.000000
110	8.733333
111	-0.733333
112	6.733333
113	12.200000
114	4.066667
115	2.666667
116	4.333333
117	7.333333
118	8.000000
119	15.266667
120	8.866667
121	13.400000
122	2.866667
123	3.933333
124	10.000000
125	3.133333
126	10.000000
127	10.133333
128	5.466667
129	4.533333
130	8.000000
131	1.933333
132	6.666667
133	4.333333
134	15.000000
135	9.666667
136	2.400000
137	2.666667
138	3.400000
139	1.533333
140	3.666667
141	2.400000
142	2.933333
143	9.666667
144	2.266667
145	1.800000
146	4.600000
147	2.133333
148	7.800000
149	10.933333
150	11.600000
151	1.533333
152	15.733333
153	6.333333
154	12.266667
155	9.066667
156	3.400000
157	1.666667
158	3.933333
159	1.066667
160	12.533333
161	3.800000
162	3.666667
163	5.000000
164	1.066667
165	1.066667
166	1.000000
